"ScientificName","CommonName","order_name","family_nam","code","id_no","web_redlist","assessment_redlist","web_fishbase","SpecCode","DemersPelag","Vulnerability","Resilience"
"Nebrius ferrugineus","Reuse-vaakhaai, Brun nursehaj, Madame X, Giant Sleepy -shark, Giant sleepy shark, Largetail shark, Nurse shark, Rusty catshark, Rusty shark, Sleepy shark, Spitting shark, Tawny shark, tawny nurse shark, gata nodriza atezada, Ruosteviiksihai, Ruostepartahai, Endormi, Requin dormeur, Requin nourrice, Requin-dormeur fauve, requin nourrice fauve, roussette ferrugineuse, Hiu bisu, Chlarm, Valovombotse, yahiya, Moron, Nadammiyaru, Sunera, Cucut buta, Yu bodoh, Yu semilang, Geelbruine verpleegsterhaai, be kal mora, Moemoeao, Pating, Rohoi, Ma'o rohoi","ORECTOLOBIFORMES","GINGLYMOSTOMATIDAE","VU",41835,"http://www.iucnredlist.org/details/classify/41835/0","http://www.iucnredlist.org/pdflink.41835","http://www.fishbase.org/summary/Nebrius-ferrugineus.html",5895,"reef-associated",76.55,"Very low"
"Negaprion acutidens","Geelhaai, Gursh, Seglfinnet citronhaj, Zitronenhai, sicklefin lemon shark, Broadfin shark, Indian lemon shark, Indo-Pacific lemon shark, Lemon shark, Queensland lemon shark, Sharptooth lemon shark, Sharptooth shark, sickefin lemon shark, qio damu, Requin limon faucille, Requin citron, Requin citron faucille, Requin grandes ailes, Papa, Remonzame, Yu sirip sabit, Yu, Sikkelvincitroenhaai, Dandan, Malie, Libax, Farluuq, Papa, Pilal, Pating, 'Arava, Arava","CARCHARHINIFORMES","CARCHARHINIDAE","VU",41836,"http://www.iucnredlist.org/details/classify/41836/0","http://www.iucnredlist.org/pdflink.41836","http://www.fishbase.org/summary/Negaprion-acutidens.html",896,"reef-associated",80.91,"Very low"
"Negaprion brevirostris","Almindelig citronhaj, Kurznasenhai, Atlantischer Zitronenhai, Zitronenhai, Lemon shark, Galano, Requiem shark, Shark, Galano, Caconeta, Galano de ley, Tintorera, Sitruunahai, Requin citron, Requin limon, Requin-citron, Negaprion brevirostris, Squalo limone, Citroenhaai, Cacao-limao, tubarao-limao, Citronhaj, Gaynde paas","CARCHARHINIFORMES","CARCHARHINIDAE","NT",39380,"http://www.iucnredlist.org/details/classify/39380/0","http://www.iucnredlist.org/pdflink.39380","http://www.fishbase.org/summary/Negaprion-brevirostris.html",897,"reef-associated",86.76,"Very low"
"Neoharriotta carri","Dwarf sicklefin chimaera, Karibiannokkakuningas","CHIMAERIFORMES","RHINOCHIMAERIDAE","DD",60141,"http://www.iucnredlist.org/details/classify/60141/0","http://www.iucnredlist.org/pdflink.60141","http://www.fishbase.org/summary/Neoharriotta-carri.html",52778,"bathydemersal",48.67,"Low"
"Neoharriotta pinnata","Seglfinnet havmus, Sicklefin chimaera, Quimera de aletas de haz","CHIMAERIFORMES","RHINOCHIMAERIDAE","DD",60142,"http://www.iucnredlist.org/details/classify/60142/0","http://www.iucnredlist.org/pdflink.60142","http://www.fishbase.org/summary/Neoharriotta-pinnata.html",9003,"bathydemersal",68.49,"Low"
"Neoharriotta pumila","Arabian sicklefin chimaera","CHIMAERIFORMES","RHINOCHIMAERIDAE","DD",60143,"http://www.iucnredlist.org/details/classify/60143/0","http://www.iucnredlist.org/pdflink.60143","http://www.fishbase.org/summary/Neoharriotta-pumila.html",52788,"bathydemersal",49.5,"Low"
"Neoraja africana","West African pygmy skate, Westafrikaanse dwergrog","RAJIFORMES","RAJIDAE","DD",161347,"http://www.iucnredlist.org/details/classify/161347/0","http://www.iucnredlist.org/pdflink.161347","http://www.fishbase.org/summary/Neoraja-africana.html",8892,"bathydemersal",27.48,"Low"
"Neoraja caerulea","Blauer Zwergrochen, Blue ray, Blue pygmy skate, Raya azul, Raie bleue, Blauwe dwergrog","RAJIFORMES","RAJIDAE","LC",161666,"http://www.iucnredlist.org/details/classify/161666/0","http://www.iucnredlist.org/pdflink.161666","http://www.fishbase.org/summary/Neoraja-caerulea.html",9255,"bathydemersal",27.48,"Low"
"Neoraja carolinensis","Blue ray","RAJIFORMES","RAJIDAE","DD",161522,"http://www.iucnredlist.org/details/classify/161522/0","http://www.iucnredlist.org/pdflink.161522","http://www.fishbase.org/summary/Neoraja-carolinensis.html",54114,"bathydemersal",26.46,"Low"
"Neoraja iberica","Iberischer zwergrochen, Iberian pygmy skate","RAJIFORMES","RAJIDAE","LC",161383,"http://www.iucnredlist.org/details/classify/161383/0","http://www.iucnredlist.org/pdflink.161383","http://www.fishbase.org/summary/Neoraja-iberica.html",63804,"bathydemersal",29.26,"Medium"
"Neoraja stehmanni","African pygmy skate, African dwarf skate, South African pygmy skate, Zuidafrikaanse dwergrog","RAJIFORMES","RAJIDAE","DD",44615,"http://www.iucnredlist.org/details/classify/44615/0","http://www.iucnredlist.org/pdflink.44615","http://www.fishbase.org/summary/Neoraja-stehmanni.html",25558,"bathydemersal",30.26,"Low"
"Neotrygon annotata","Plain maskray, brown stingray, Maskerpijlstaartrog","RAJIFORMES","DASYATIDAE","NT",60150,"http://www.iucnredlist.org/details/classify/60150/0","http://www.iucnredlist.org/pdflink.60150","http://www.fishbase.org/summary/Neotrygon-annotata.html",15386,"demersal",37.75,"Low"
"Neotrygon kuhlii","Bloukol-pylstert, Lukhmah, Kuhls pigrokke, Bluespotted stingray, Ble-spotted stingaree, Ble-spotted stingray, Blue spotted sting ray, Blue spotted stingray, Blue-spotted maskray, Blue-spotted stingaree, Blue-spotted stingray, Bluespotted maskray, Kuhl's stingray, Nek pa, Spotted stingray, blues-potted stingray, vai dina, vai, Requin raie, Yakko-ei, Yakko ei, Pari blentik, Pakat, Palwa, Pari lalat, Ketuka, Kiampau, Pari lanyau, Pari macan, Pari minyak, Pari renyau, Pari riman, Pari rimau, Pari tanjung, Leik-kyauh sun-maung-shin, Grijze pijlstaartrog, Uge ponteado, Chittipi-tan, Fai-tala, Fai-malie, Kunnoo-tirike, Kunoo-tirike, Pulli-thirukhai, Shemen-tenkee, Krabane Jamoog-woa, Pagi, Dahunan","RAJIFORMES","DASYATIDAE","DD",161590,"http://www.iucnredlist.org/details/classify/161590/0","http://www.iucnredlist.org/pdflink.161590","http://www.fishbase.org/summary/Neotrygon-kuhlii.html",4508,"reef-associated",52.49,"Very low"
"Neotrygon leylandi","Painted maskray, Brown-reticulate stingray, Kleurige pijlstaartrog","RAJIFORMES","DASYATIDAE","LC",60156,"http://www.iucnredlist.org/details/classify/60156/0","http://www.iucnredlist.org/pdflink.60156","http://www.fishbase.org/summary/Neotrygon-leylandi.html",15390,"demersal",43,"Low"
"Neotrygon ningalooensis","Painted maskray","RAJIFORMES","DASYATIDAE","DD",195463,"http://www.iucnredlist.org/details/classify/195463/0","http://www.iucnredlist.org/pdflink.195463","http://www.fishbase.org/summary/Neotrygon-ningalooensis.html",65467,"demersal",43,NA
"Neotrygon picta",NA,"RAJIFORMES","DASYATIDAE","LC",195464,"http://www.iucnredlist.org/details/classify/195464/0","http://www.iucnredlist.org/pdflink.195464","http://www.fishbase.org/summary/Neotrygon-picta.html",64150,"benthopelagic",43,NA
"Notoraja azurea","Peppered maskray","RAJIFORMES","ARHYNCHOBATIDAE","LC",195465,"http://www.iucnredlist.org/details/classify/195465/0","http://www.iucnredlist.org/pdflink.195465","http://www.fishbase.org/summary/Notoraja-azurea.html",63978,"bathydemersal",59.6,"Low"
"Notoraja hirticauda",NA,"RAJIFORMES","ARHYNCHOBATIDAE","DD",161647,"http://www.iucnredlist.org/details/classify/161647/0","http://www.iucnredlist.org/pdflink.161647","http://www.fishbase.org/summary/Notoraja-hirticauda.html",63807,"benthopelagic",43.75,"Medium"
"Notoraja lira",NA,"RAJIFORMES","ARHYNCHOBATIDAE","LC",195466,"http://www.iucnredlist.org/details/classify/195466/0","http://www.iucnredlist.org/pdflink.195466","http://www.fishbase.org/summary/Notoraja-lira.html",63979,"demersal",44.72,"Medium"
"Notoraja ochroderma","Pale skate, Bleke rog","RAJIFORMES","ARHYNCHOBATIDAE","DD",161559,"http://www.iucnredlist.org/details/classify/161559/0","http://www.iucnredlist.org/pdflink.161559","http://www.fishbase.org/summary/Notoraja-ochroderma.html",15423,"demersal",60.35,"Low"
"Notoraja sapphira","Pale skate","RAJIFORMES","ARHYNCHOBATIDAE","DD",195467,"http://www.iucnredlist.org/details/classify/195467/0","http://www.iucnredlist.org/pdflink.195467","http://www.fishbase.org/summary/Notoraja-sapphira.html",65021,"benthopelagic",10,"High"
"Notoraja sticta","Sapphire Skate","RAJIFORMES","ARHYNCHOBATIDAE","LC",195468,"http://www.iucnredlist.org/details/classify/195468/0","http://www.iucnredlist.org/pdflink.195468","http://www.fishbase.org/summary/Notoraja-sticta.html",63980,"bathydemersal",58.33,"Low"
"Notoraja tobitukai","Leadhued skate, Tobitsuka-ei, Loodgetinte rog","RAJIFORMES","ARHYNCHOBATIDAE","DD",161605,"http://www.iucnredlist.org/details/classify/161605/0","http://www.iucnredlist.org/pdflink.161605","http://www.fishbase.org/summary/Notoraja-tobitukai.html",22555,"bathydemersal",53.28,"Low"
"Notorynchus cepedianus","Platneus-sewekiefhaai, Koeihaai, Breitnasen-Siebenkiemerhai, bluntnose sevengill shark, Broad snouted sevengill, Broad-snout, Broadnose sevengill, Broadnose shark, Broadsnout sevengill shark, Broadsnouted sevengill shark, Cowshark, Ground shark, Pacific seven-gill shark, Seven-gill cowshark, Seven-gilled shark, Shark, Spotted cow shark, Spotted seven-gilled shark, Spottie, Tasmanian tiger shark, broadnose sevengill shark, sevengill shark, tiger shark, Tollo fume, Gatita, Pintarroja, Requin malais, Platnez, Ebisuzame, Minami-ebisuzame, Tuatini, Gevlekte zevenkieuwshaai, Siedmioszpar plamisty","HEXANCHIFORMES","HEXANCHIDAE","DD",39324,"http://www.iucnredlist.org/details/classify/39324/0","http://www.iucnredlist.org/pdflink.39324","http://www.fishbase.org/summary/Notorynchus-cepedianus.html",2531,"demersal",56.51,"Very low"
"Odontaspis ferox","Knopstert-skeurtandhaai, Kalb, Girsh, Kelb bhar, Lkars, Qarsh, Salroig, Skjoldtandhaj, Schildzahnhai, Kleinzahn-Sandtigerhai, Carcharias, Agriocarcharias, Agriokarcharias, Bumpytail ragged-tooth, Bigeye sandtiger, Blue nurse shark, Bumpytail ragged-tooth shark, Bumpytail raggedtooth, Fierce odontaspis, Fierce shark, Herbst's nurse shark, Herbsts nurse shark, Sand shark, Sandtiger shark, Shark, Small tooth sandtiger shark, Small-tooth sand tiger shark, Smalltooth sand tiger shark, Smalltooth sand-tiger, ragged-tooth, ragged-tooth shark, sand tiger shark, smalltooth sand tiger, tiger ragged-tooth, Salroig, Sarda, Sobrajo, Sobrayo, Solraig, Solrayo, Surraig, Mustahietahai, Sarda, Requin, Requin feroce, Karish khol ayom, Psina zmijozuba, Odontaspis ferox, Cagnaccio, Cagnia, Cagniacco, Can da denti, Lamia, Pisci cani, cagnassown de foundo, carcaria feroce, odontaspe feroce, smidiru, squalo feroce, triglochide feroce, Foty, Silfjun, Kelb salvagg, Kleintandzandtijgerhaai, Rekin piaskowy, rekin tygrysi, Peshkagen i eger, Peshkaqen i eger, Morski pas, Rovhaj, Pamuk baligi","LAMNIFORMES","ODONTASPIDIDAE","VU",41876,"http://www.iucnredlist.org/details/classify/41876/0","http://www.iucnredlist.org/pdflink.41876","http://www.fishbase.org/summary/Odontaspis-ferox.html",749,"benthopelagic",78.75,"Very low"
"Odontaspis noronhai","Tiefwasser-Sandhai, Bigeye sand tiger, Bigeye sand tiger shark, Bigeye sandtiger, bigeye sand shark, black sand tiger, oceanic sand tiger, Solrayo ojigrande, Ruskohietahai, Requin noronhai, Grootoogzandtijgerhaai, Mangona","LAMNIFORMES","ODONTASPIDIDAE","DD",39336,"http://www.iucnredlist.org/details/classify/39336/0","http://www.iucnredlist.org/pdflink.39336","http://www.fishbase.org/summary/Odontaspis-noronhai.html",750,"pelagic-oceanic",74.37,"Very low"
"Okamejei acutispina","Sharpspine skate, Moyou-kasube, Mu-nui-hong-o, Scherpstekelrog","RAJIFORMES","RAJIDAE","DD",161636,"http://www.iucnredlist.org/details/classify/161636/0","http://www.iucnredlist.org/pdflink.161636","http://www.fishbase.org/summary/Okamejei-acutispina.html",15416,"demersal",54.89,"Low"
"Okamejei arafurensis","Sharpspine skate","RAJIFORMES","RAJIDAE","LC",195469,"http://www.iucnredlist.org/details/classify/195469/0","http://www.iucnredlist.org/pdflink.195469","http://www.fishbase.org/summary/Okamejei-arafurensis.html",63971,"benthopelagic",36.14,"Medium"
"Okamejei boesemani","Black sand skate, Boeseman's skate, Isago-gangi-ei, Kkae-al-hong-o, Pari, Pari-raja tompok, Zwarte zandrog","RAJIFORMES","RAJIDAE","DD",161735,"http://www.iucnredlist.org/details/classify/161735/0","http://www.iucnredlist.org/pdflink.161735","http://www.fishbase.org/summary/Okamejei-boesemani.html",15417,"demersal",41.88,"Low"
"Okamejei heemstrai","East African skate, Narrow skate, Oostafrikaanse rog","RAJIFORMES","RAJIDAE","DD",161421,"http://www.iucnredlist.org/details/classify/161421/0","http://www.iucnredlist.org/pdflink.161421","http://www.fishbase.org/summary/Okamejei-heemstrai.html",25557,"bathydemersal",42.29,"Low"
"Okamejei hollandi","Skate, Holland skate, Ray, Thorn-back ray, Yellow spotted skate, Yellow-spotted skate, Isago-gangi-ei, Pari belanda, Pari, Pari-raja Belanda, Geelgevlekte rog, Sha po","RAJIFORMES","RAJIDAE","DD",161532,"http://www.iucnredlist.org/details/classify/161532/0","http://www.iucnredlist.org/pdflink.161532","http://www.fishbase.org/summary/Okamejei-hollandi.html",4585,"demersal",26.4,"Low"
"Okamejei kenojei","Swarthy skate, Ocellate spot skate, Spiny rasp skate, Gangi-ei, Komonkasube, Kurokasube, Zwartachtige rog","RAJIFORMES","RAJIDAE","DD",161645,"http://www.iucnredlist.org/details/classify/161645/0","http://www.iucnredlist.org/pdflink.161645","http://www.fishbase.org/summary/Okamejei-kenojei.html",15418,"demersal",48.83,"Low"
"Okamejei leptoura","Ocellate spot skate","RAJIFORMES","RAJIDAE","LC",195470,"http://www.iucnredlist.org/details/classify/195470/0","http://www.iucnredlist.org/pdflink.195470","http://www.fishbase.org/summary/Okamejei-leptoura.html",63973,"benthopelagic",37.68,"Medium"
"Okamejei meerdervoortii","Bigeye skate, Medamakasube, Grootoogrog","RAJIFORMES","RAJIDAE","DD",161487,"http://www.iucnredlist.org/details/classify/161487/0","http://www.iucnredlist.org/pdflink.161487","http://www.fishbase.org/summary/Okamejei-meerdervoortii.html",22778,"demersal",31.27,"Low"
"Okamejei mengae","Bigeye skate","RAJIFORMES","RAJIDAE","DD",161537,"http://www.iucnredlist.org/details/classify/161537/0","http://www.iucnredlist.org/pdflink.161537","http://www.fishbase.org/summary/Okamejei-mengae.html",63809,"demersal",48.13,"Medium"
"Okamejei philipi",NA,"RAJIFORMES","RAJIDAE","DD",161493,"http://www.iucnredlist.org/details/classify/161493/0","http://www.iucnredlist.org/pdflink.161493","http://www.fishbase.org/summary/Okamejei-philipi.html",65661,"demersal",48.13,"Medium"
"Okamejei pita","Pita skate, Pitarog","RAJIFORMES","RAJIDAE","CR",161723,"http://www.iucnredlist.org/details/classify/161723/0","http://www.iucnredlist.org/pdflink.161723","http://www.fishbase.org/summary/Okamejei-pita.html",28130,"demersal",34.83,"Low"
"Okamejei powelli","Indian ringed skate, Indische ringrog","RAJIFORMES","RAJIDAE","DD",161548,"http://www.iucnredlist.org/details/classify/161548/0","http://www.iucnredlist.org/pdflink.161548","http://www.fishbase.org/summary/Okamejei-powelli.html",47129,"demersal",44.35,"Low"
"Okamejei schmidti","Browneye skate, Tsumarikasube, Bruinoogrog","RAJIFORMES","RAJIDAE","DD",161725,"http://www.iucnredlist.org/details/classify/161725/0","http://www.iucnredlist.org/pdflink.161725","http://www.fishbase.org/summary/Okamejei-schmidti.html",22915,"demersal",48.13,"Low"
"Orectolobus floridus","Browneye skate","ORECTOLOBIFORMES","ORECTOLOBIDAE","LC",161664,"http://www.iucnredlist.org/details/classify/161664/0","http://www.iucnredlist.org/pdflink.161664","http://www.fishbase.org/summary/Orectolobus-floridus.html",63747,"pelagic-neritic",41.65,"Low"
"Orectolobus halei","Floral banded wobbegong","ORECTOLOBIFORMES","ORECTOLOBIDAE","LC",161709,"http://www.iucnredlist.org/details/classify/161709/0","http://www.iucnredlist.org/pdflink.161709","http://www.fishbase.org/summary/Orectolobus-halei.html",63715,"demersal",80.29,"Very low"
"Orectolobus hutchinsi",NA,"ORECTOLOBIFORMES","ORECTOLOBIDAE","LC",42717,"http://www.iucnredlist.org/details/classify/42717/0","http://www.iucnredlist.org/pdflink.42717","http://www.fishbase.org/summary/Orectolobus-hutchinsi.html",63346,"demersal",71.61,"Low"
"Orectolobus japonicus","Japansk wobbegong, Japanese wobbegong, Carpet shark, Fringe shark, Japanese carpet shark, bearded shark, Japaninpartahai, Orectolobus japonicus, Requin-tapis moustache, Oose, kirinotobuka, Su-yom-sang-o, Japanse bakerhaai, Asiatisk wobbegong, Pating","ORECTOLOBIFORMES","ORECTOLOBIDAE","DD",161563,"http://www.iucnredlist.org/details/classify/161563/0","http://www.iucnredlist.org/pdflink.161563","http://www.fishbase.org/summary/Orectolobus-japonicus.html",757,"demersal",59.35,"Low"
"Orectolobus maculatus","Plettet wobbegong, Gemeiner Teppichhai, Australischer Ammenhai, Wobbegong, Wobbegong, Australischer Ammenhai, Carpet shark, Common carpet shark, Common catshark, Spotted carpet shark, Tassel shark, spotted wobbegong, Tapicero manchado, Rengaspartahai, Requin tapis, Squalo nutrice, kumohada oose, Yu bodoh, Yu misai, Gevlekte bakerhaai","ORECTOLOBIFORMES","ORECTOLOBIDAE","LC",41837,"http://www.iucnredlist.org/details/classify/41837/0","http://www.iucnredlist.org/pdflink.41837","http://www.fishbase.org/summary/Orectolobus-maculatus.html",758,"reef-associated",61.49,"Low"
"Orectolobus ornatus","Stribet wobbegong, ornate wobbegong, Banded carpet shark, Banded wobbegong, Carpet shark, Gulf wobbegong, Orectolobus ornatus, Wobbegong, Tapicero ornamentado, Korupartahai, Requin-tapis paste, Sierlijke bakerhaai, Brokig wobbegong","ORECTOLOBIFORMES","ORECTOLOBIDAE","LC",41838,"http://www.iucnredlist.org/details/classify/41838/0","http://www.iucnredlist.org/pdflink.41838","http://www.fishbase.org/summary/Orectolobus-ornatus.html",759,"reef-associated",59.88,"Low"
"Orectolobus parvimaculatus","Ornate wobbegong","ORECTOLOBIFORMES","ORECTOLOBIDAE","LC",161651,"http://www.iucnredlist.org/details/classify/161651/0","http://www.iucnredlist.org/pdflink.161651","http://www.fishbase.org/summary/Orectolobus-parvimaculatus.html",63748,"demersal",50.92,"Low"
"Orectolobus reticulatus","Dwarf spotted wobbegong","ORECTOLOBIFORMES","ORECTOLOBIDAE","DD",195439,"http://www.iucnredlist.org/details/classify/195439/0","http://www.iucnredlist.org/pdflink.195439","http://www.fishbase.org/summary/Orectolobus-reticulatus.html",64117,"benthopelagic",40.42,"Medium"
"Orectolobus wardi","Wobegong Warduv, Nordlig wobbegong, northern wobbegong, North Australian wobbegong, Wards wobbegong, tapicero zapatilla, Keltapartahai, Orectolobus wardi, requin-tapis savetier, Noordelijke bakerhaai","ORECTOLOBIFORMES","ORECTOLOBIDAE","LC",41839,"http://www.iucnredlist.org/details/classify/41839/0","http://www.iucnredlist.org/pdflink.41839","http://www.fishbase.org/summary/Orectolobus-wardi.html",760,"reef-associated",36.96,"Low"
"Oxynotus bruniensis","Ru trekanthaj, Prickly dogfish, Pepeke, Rough shark, prickley dogfish, Cerdo marino agujeta, Harmaapurjehai, Oxynotus bruniensis, Centrine aiguille, Stekelruwhaai","SQUALIFORMES","OXYNOTIDAE","DD",41840,"http://www.iucnredlist.org/details/classify/41840/0","http://www.iucnredlist.org/pdflink.41840","http://www.fishbase.org/summary/Oxynotus-bruniensis.html",715,"bathydemersal",48.77,"Very low"
