"PolygonID","MRGID","GeoName","Pol_type","MRGID_Ter1","Territory1","MRGID_Sov1","Sovereign1","ISO_Ter1","MRGID_Ter2","Territory2","MRGID_Sov2","Sovereign2","ISO_Ter2","MRGID_Ter3","Territory3","MRGID_Sov3","Sovereign3","ISO_Ter3","x_1","y_1","Area_km2","MRGID_EEZ","Nospecies"
"250","8341","Ile Europa Exclusive Economic Zone","200NM","8612","Europa Island","17","France","ATF","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,40.109277452,-23.5368181698,127945.997412,"8341",0
"252","8368","Disputed area Western Saharan Exclusive Economic Zone","Disputed","8617","Western Sahara","8617","Western Sahara","ESH","2221","Morocco","2221","Morocco","MAR","0",NA,"0",NA,NA,-17.6951303974,23.3411860745,284066.375395,"8368",0
"253","8461","Surinamese Exclusive Economic Zone","200NM","2182","Suriname","2182","Suriname","SUR","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-54.7761732224,7.58813141544,133316.418383,"8461",0
"254","48948","Disputed area Matthew and Hunter Islands: New Caledonia / Vanuatu","Disputed","2261","New Caledonia","17","France","NCL","2202","Vanuatu","2202","Vanuatu","VUT","0",NA,"0",NA,NA,172.036551979,-23.2791119381,187985.096385,"48948",0
"255","5687","Polish Exclusive Economic Zone","200NM","2244","Poland","2244","Poland","POL","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,17.290603293,54.9085653054,29970.7399095,"5687",0
"256","8462","French Guiana Exclusive Economic Zone","200NM","8683","French Guiana","17","France","GUF","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-51.7545173709,6.69126981517,131542.056553,"8462",0
"257","8477","Democratic Republic of the Congo Exclusive Economic Zone","200NM","2198","Democratic Republic of the Congo","2198","Democratic Republic of the Congo","COD","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,10.7325554821,-6.40152598619,13360.665776,"8477",0
"258","8476","Gabonese Exclusive Economic Zone","200NM","2104","Gabon","2104","Gabon","GAB","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,8.73897075276,-3.06254123261,201753.746636,"8476",0
"259","8480","Indian Exclusive Economic Zone","200NM","2128","India","2128","India","IND","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,76.0853171614,14.5979955792,1659486.57465,"8480",0
"260","8432","Peruvian Exclusive Economic Zone","200NM","2257","Peru","2257","Peru","PER","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-78.883056182,-11.9042309742,855322.284264,"8432",0
"130","26582","Disputed area: Sudan / Egypt","Disputed","2183","Sudan","2183","Sudan","SDN","3868","Egypt","3868","Egypt","EGY","0",NA,"0",NA,NA,36.8791693772,22.6116408335,19733.5118706,"26582",0
"165","8393","Beninese Exclusive Economic Zone","200NM","2139","Benin","2139","Benin","BEN","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,2.42123297004,4.84154943849,35528.368644,"8393",0
"234","5692","Slovenian Exclusive Economic Zone","200NM","2188","Slovenia","2188","Slovenia","SVN","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,13.6029524894,45.5630329257,149.46070435,"5692",0
"261","22756","Chilean Exclusive Economic Zone (San Felix and San Ambrosio islands)","200NM","25135","Islas San Félix and San Ambrosio","2165","Chile","CHL","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-79.9908635581,-26.3309136903,450960.402638,"22756",0
"262","21787","Chilean Exclusive Economic Zone (Easter Island)","200NM","15120","Easter Island","2165","Chile","CHL","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-107.438687937,-26.8240003679,729763.366364,"21787",0
"263","48982","Disputed area: Puerto Rico / Dominican Republic","Disputed","8641","Puerto Rico","2204","United States","PRI","8640","Dominican Republic","8640","Dominican Republic","DOM","0",NA,"0",NA,NA,-66.8412519674,20.8944771349,18298.6504434,"48982",0
"76","8452","Johnston Atoll Exclusive Economic Zone","200NM","8678","Johnston Atoll","2204","United States","UMI","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-169.50611759,16.7510913077,442442.946973,"8452",0
"19","8323","Australian Exclusive Economic Zone","200NM","2147","Australia","2147","Australia","AUS","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,138.083587564,-27.369229549,6870741.53364,"8323",0
"264","8311","Australian Exclusive Economic Zone (Macquarie Island)","200NM","8592","Macquarie Island","2147","Australia","AUS","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,158.649874215,-54.878177407,475737.98177,"8311",0
"265","8339","Juan de Nova Exclusive Economic Zone","200NM","8610","Juan de Nova Island","17","France","ATF","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,42.0942817109,-17.3066334276,62770.4657039,"8339",0
"266","8340","Bassas da India Exclusive Economic Zone","200NM","31136","Bassas da India","17","France","ATF","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,39.42517963,-20.8605425261,120689.515135,"8340",0
"205","8464","Brazilian Exclusive Economic Zone","200NM","2143","Brazil","2143","Brazil","BRA","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-39.4442325948,-11.0979857632,3205100.30771,"8464",0
"267","8381","Brazilian Exclusive Economic Zone (Trindade)","200NM","8622","Trindade","2143","Brazil","BRA","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-29.0964357789,-20.5027699013,472480.840469,"8381",0
"221","8456","United States Exclusive Economic Zone","200NM","2204","United States","2204","United States","USA","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-95.8160986924,34.759366767,2451978.73855,"8456",0
"268","8463","United States Exclusive Economic Zone (Alaska)","200NM","8684","Alaska","2204","United States","USA","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-119.976599431,59.0116992673,3682949.91893,"8463",0
"208","8450","Kiribati Exclusive Economic Zone (Phoenix Islands)","200NM","8658","Phoenix Group","2116","Kiribati","KIR","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-172.453965248,-3.73181210892,745700.775566,"8450",0
"269","8441","Kiribati Exclusive Economic Zone (Line Islands)","200NM","8657","Line Group","2116","Kiribati","KIR","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-154.726337182,-3.82154491972,1640932.58762,"8441",0
"270","8488","Kiribati Exclusive Economic Zone (Gilbert Islands)","200NM","17597","Gilbert Islands","2116","Kiribati","KIR","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,172.782142391,-0.259123609503,1053239.66469,"8488",0
"128","8426","Colombian Exclusive Economic Zone","200NM","2175","Colombia","2175","Colombia","COL","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-78.0622198147,8.60754392884,718163.16433,"8426",0
"271","33183","Colombian Exclusive Economic Zone (Quitasueño)","200NM","5765","Quitasueño Bank","2175","Colombia","COL","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-80.301848623,14.3808745442,2838.08187939,"33183",0
"272","33184","Colombian Exclusive Economic Zone (Serrana)","200NM","5770","Serrana Bank","2175","Colombia","COL","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-81.1608804118,14.3036190524,3689.41076274,"33184",0
"273","48984","Colombian Exclusive Economic Zone (Serranilla)","200NM","5772","Serranilla Bank","2175","Colombia","COL","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-79.8556192108,15.7971921556,1552.47584257,"48984",0
"274","48985","Colombian Exclusive Economic Zone (Bajo Nuevo)","200NM","48983","Bajo Nuevo Bank","2175","Colombia","COL","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-78.6333303458,15.8499938828,1550.45737245,"48985",0
"206","8403","Ecuadorian Exclusive Economic Zone (Galapagos)","200NM","5660","Galapagos","2166","Ecuador","ECU","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-90.8317420491,-0.041839185943,841431.77571,"8403",0
"275","8431","Ecuadorian Exclusive Economic Zone","200NM","2166","Ecuador","2166","Ecuador","ECU","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-82.2086338635,-0.965565682864,236289.144622,"8431",0
"80","8367","Moroccan Exclusive Economic Zone","200NM","2221","Morocco","2221","Morocco","MAR","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-9.85139129396,32.7816028423,280453.136651,"8367",0
"13","8466","Argentinean Exclusive Economic Zone","200NM","2149","Argentina","2149","Argentina","ARG","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-62.159504061,-47.0899881567,1072785.76611,"8466",0
"251","8483","Malaysian Exclusive Economic Zone","200NM","2230","Malaysia","2230","Malaysia","MYS","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,108.435167801,4.85143661206,510822.838776,"8483",0
"881","49000","Disputed area Melilla: Spain / Morocco","Disputed","36288","Melilla","2185","Spain","ESP","2221","Morocco","2221","Morocco","MAR","0",NA,"0",NA,NA,-2.95,35.53,27.0578785361,"49000",0
"223","5693","Spanish Exclusive Economic Zone","200NM","2185","Spain","2185","Spain","ESP","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-4.15798022934,41.7212148176,561681.917973,"5693",0
"878","49001","Disputed area Alhucemas Islands: Spain / Morocco","Disputed","48995","Alhucemas Islands","2185","Spain","ESP","2221","Morocco","2221","Morocco","MAR","0",NA,"0",NA,NA,-3.8895,35.2135,14.0577120537,"49001",0
"876","48998","Disputed area Perejil Island: Spain / Morocco","Disputed","48994","Perejil Island","2185","Spain","ESP","2221","Morocco","2221","Morocco","MAR","0",NA,"0",NA,NA,-5.418889,35.913889,0.641232913734,"48998",0
"880","49002","Disputed area Ceuta: Spain / Morocco","Disputed","14864","Ceuta","2185","Spain","ESP","2221","Morocco","2221","Morocco","MAR","0",NA,"0",NA,NA,-5.315556,35.888333,32.7176357482,"49002",0
"877","48999","Disputed area Peñón de Vélez de la Gomera: Spain / Morocco","Disputed","48996","Peñón de Vélez de la Gomera","2185","Spain","ESP","2221","Morocco","2221","Morocco","MAR","0",NA,"0",NA,NA,-4.300803,35.172581,3.68515325559,"48999",0
"879","48997","Disputed area Chafarinas Islands: Spain / Morocco","Disputed","5363","Chafarinas Islands","2185","Spain","ESP","2221","Morocco","2221","Morocco","MAR","0",NA,"0",NA,NA,-2.433333,35.183333,25.5080981045,"48997",0
"882","49003","Disputed area South China Sea","Disputed","8603","China","0",NA,"CHN","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,114.10182274,13.1418639,338839.158301,"49003",0
"883","33176","Disputed area: Kenya / Somalia","Disputed","2118","Kenya","2118","Kenya","KEN","2187","Federal Republic of Somalia","2187","Federal Republic of Somalia","SOM","0",NA,"0",NA,NA,42.303611,-1.860443,50229.5785767,"33176",0
