"ScientificName","CommonName","order_name","family_nam","code","id_no","web_redlist","assessment_redlist","web_fishbase"
"Chimaera monstrosa","Chimaera, Arnab, razh, Quimera, havmus, Meerkatze, Seekatze, Seeratte, Chimera, Himera, Ghost shark, Cat, Chimaera, King of the herring, Rabbit fish, Rabbit fish(Rat-tail, Rabbit-fish, Rabbitfish, Rat fish, Ratfish, Sea rat, rattail, Quimera, Borrico, Escopeta, Gata moixa, Gato, Gato de mar, Guinea, Sillikuningas, Cat, Lapin, Masca, Masco, Monstrueuse, Peis fera, Rat de mer, Roi des harengs, Singe de mer, roi de harengs, Geirnyt, Chimaera monstrosa, Chimera, Chimera mostruosa, Gatta di mare, Pisci jatta, Re di aringhe, Ginzame, Far tal-bahar, Fenek tal-bahar, Gurdien tal-bahar, havmus, Chimera a. przeraza, Gato, Quimera, Ratazana, Evropeiskaya khimera, Kokenjersorja, peshku lepur, Himera, Havsmus, Lapin","CHIMAERIFORMES","CHIMAERIDAE","NT",63114,"http://www.iucnredlist.org/details/classify/63114/0","http://www.iucnredlist.org/pdflink.63114","http://www.fishbase.org/summary/Chimaera-monstrosa.html"
"Chimaera notafricana","","CHIMAERIFORMES","CHIMAERIDAE","LC",195431,"http://www.iucnredlist.org/details/classify/195431/0","http://www.iucnredlist.org/pdflink.195431","http://www.fishbase.org/summary/Chimaera-notafricana.html"
"Chimaera obscura","","CHIMAERIFORMES","CHIMAERIDAE","DD",195432,"http://www.iucnredlist.org/details/classify/195432/0","http://www.iucnredlist.org/pdflink.195432","http://www.fishbase.org/summary/Chimaera-obscura.html"
"Chimaera owstoni","Owstons chimaera, Shirobuchi-ginzame","CHIMAERIFORMES","CHIMAERIDAE","DD",60186,"http://www.iucnredlist.org/details/classify/60186/0","http://www.iucnredlist.org/pdflink.60186","http://www.fishbase.org/summary/Chimaera-owstoni.html"
"Chimaera panthera","Leopard chimaera, Pantterisillikuningas","CHIMAERIFORMES","CHIMAERIDAE","DD",41793,"http://www.iucnredlist.org/details/classify/41793/0","http://www.iucnredlist.org/pdflink.41793","http://www.fishbase.org/summary/Chimaera-panthera.html"
"Chimaera phantasma","Silver chimaera, Chimaera, Ghost shark, Ginzame, Un-sang-o, Kimera perak","CHIMAERIFORMES","CHIMAERIDAE","DD",60187,"http://www.iucnredlist.org/details/classify/60187/0","http://www.iucnredlist.org/pdflink.60187","http://www.fishbase.org/summary/Chimaera-phantasma.html"
"Chlamydoselachus anguineus","Frilletjieshaai, Kravehaj, Kragenhai, Krausenhai, Schlangenhai, Frilled Shark, Frill-gilled shark, Greenland shark, Lizard shark, Scaffold shark, Silk shark, frill shark, Kaulushai, Requin lezard, Squalo serpente, Rabuka, gyvatryklis, Kragehai, Franjehaai, Kragehai, Kravehai, Chlamida, Cobra, Tubarao","HEXANCHIFORMES","CHLAMYDOSELACHIDAE","NT",41794,"http://www.iucnredlist.org/details/classify/41794/0","http://www.iucnredlist.org/pdflink.41794","http://www.fishbase.org/summary/Chlamydoselachus-anguineus.html"
"Cirrhigaleus asper","Ruwevel-penhaai, Ostroun Roughskin, Ruskindet pighaj, Roughskin dogfish, Roughskin spiny dogfish, roughskin dogshark, roughskin spurdog, Galludo raspa, Ruwe doornhaai, Quelme rugoso","SQUALIFORMES","SQUALIDAE","DD",60209,"http://www.iucnredlist.org/details/classify/60209/0","http://www.iucnredlist.org/pdflink.60209","http://www.fishbase.org/summary/Cirrhigaleus-asper.html"
"Cirrhigaleus australis","","SQUALIFORMES","SQUALIDAE","DD",161321,"http://www.iucnredlist.org/details/classify/161321/0","http://www.iucnredlist.org/pdflink.161321","http://www.fishbase.org/summary/Cirrhigaleus-australis.html"
"Cirrhigaleus barbifer","Mandarinpighaj, Mandarin dogfish, Mandarin shark, Tollo mandarin, Squale moustache, Higetsunozame, Mandarijndoornhaai","SQUALIFORMES","SQUALIDAE","DD",41795,"http://www.iucnredlist.org/details/classify/41795/0","http://www.iucnredlist.org/pdflink.41795","http://www.fishbase.org/summary/Cirrhigaleus-barbifer.html"
"Cirrhoscyllium expolitum","barbelthroat carpet shark, barbelthroat carpetshark, Alfombrera barbuda, Higezame, Voeldraadzadeltapijthaai, Pating","ORECTOLOBIFORMES","PARASCYLLIIDAE","DD",161351,"http://www.iucnredlist.org/details/classify/161351/0","http://www.iucnredlist.org/pdflink.161351","http://www.fishbase.org/summary/Cirrhoscyllium-expolitum.html"
"Cirrhoscyllium formosanum","Taiwan saddled carpetshark, Taiwan saddled carpet shark, Alfombrera de Taiwan, Taiwaninmattohai, Requin carpette chin, Requin-carpette chin, Taiwanese zadeltapijthaai","ORECTOLOBIFORMES","PARASCYLLIIDAE","DD",161679,"http://www.iucnredlist.org/details/classify/161679/0","http://www.iucnredlist.org/pdflink.161679","http://www.fishbase.org/summary/Cirrhoscyllium-formosanum.html"
"Cirrhoscyllium japonicum","Saddled carpet shark, Saddled catshark, saddle carpetshark, Alfombrera japonesa, Satulamattohai, Requin carpette chat, Requin-carpette chat, Higezame, Kurakakezame, kurakake-zame, Japanse zadeltapijthaai","ORECTOLOBIFORMES","PARASCYLLIIDAE","DD",161606,"http://www.iucnredlist.org/details/classify/161606/0","http://www.iucnredlist.org/pdflink.161606","http://www.fishbase.org/summary/Cirrhoscyllium-japonicum.html"
"Crassinarke dormitor","Sleeper torpedo, Nemuri-shibire-ei, Plompe sluimerrog","RAJIFORMES","NARKIDAE","DD",161326,"http://www.iucnredlist.org/details/classify/161326/0","http://www.iucnredlist.org/pdflink.161326","http://www.fishbase.org/summary/Crassinarke-dormitor.html"
"Cruriraja andamanica","","RAJIFORMES","ANACANTHOBATIDAE","DD",161710,"http://www.iucnredlist.org/details/classify/161710/0","http://www.iucnredlist.org/pdflink.161710","http://www.fishbase.org/summary/Cruriraja-andamanica.html"
"Cruriraja atlantis","Atlantisk lemmerokke, Cuban legskate, Atlantic leg skate, Atlantic legskate, Cuban limbedskate, Atlantische pootrog","RAJIFORMES","ANACANTHOBATIDAE","DD",161712,"http://www.iucnredlist.org/details/classify/161712/0","http://www.iucnredlist.org/pdflink.161712","http://www.fishbase.org/summary/Cruriraja-atlantis.html"
"Cruriraja cadenati","","RAJIFORMES","ANACANTHOBATIDAE","DD",161374,"http://www.iucnredlist.org/details/classify/161374/0","http://www.iucnredlist.org/pdflink.161374","http://www.fishbase.org/summary/Cruriraja-cadenati.html"
"Cruriraja durbanensis","Glatsnudet lemmerokke, Smoothnose legskate, Smooth nose leg skate, Zachtsnuitpootrog","RAJIFORMES","ANACANTHOBATIDAE","DD",161341,"http://www.iucnredlist.org/details/classify/161341/0","http://www.iucnredlist.org/pdflink.161341","http://www.fishbase.org/summary/Cruriraja-durbanensis.html"
"Cruriraja poeyi","Cubansk lemmerokke, Cuban legskate, Cuban leg skate, Poey's limbedskate, Cubaanse pootrog","RAJIFORMES","ANACANTHOBATIDAE","DD",161711,"http://www.iucnredlist.org/details/classify/161711/0","http://www.iucnredlist.org/pdflink.161711","http://www.fishbase.org/summary/Cruriraja-poeyi.html"
"Cruriraja rugosa","Ru lemmerokke, Rough leg skate, Rough legskate, Ruwe pootrog","RAJIFORMES","ANACANTHOBATIDAE","DD",161682,"http://www.iucnredlist.org/details/classify/161682/0","http://www.iucnredlist.org/pdflink.161682","http://www.fishbase.org/summary/Cruriraja-rugosa.html"
"Ctenacis fehlmanni","Harlequin cat shark, Herlequin catshark, harlequin catshark, Harlekiininauhahai, Requin chat arlequin, Requin-chat arlequin, Harlekijnrugvinkathaai","CARCHARHINIFORMES","PROSCYLLIIDAE","DD",161499,"http://www.iucnredlist.org/details/classify/161499/0","http://www.iucnredlist.org/pdflink.161499","http://www.fishbase.org/summary/Ctenacis-fehlmanni.html"
"Dactylobatus armatus","Skilletskate, Armed fingerskate, Koekenpanrog","RAJIFORMES","RAJIDAE","DD",161556,"http://www.iucnredlist.org/details/classify/161556/0","http://www.iucnredlist.org/pdflink.161556","http://www.fishbase.org/summary/Dactylobatus-armatus.html"
"Dactylobatus clarkii","Hookskate, Clark's fingerskate, Shiromon-kasube","RAJIFORMES","RAJIDAE","DD",161331,"http://www.iucnredlist.org/details/classify/161331/0","http://www.iucnredlist.org/pdflink.161331","http://www.fishbase.org/summary/Dactylobatus-clarkii.html"
"Dalatias licha","Robhaai, Kalb, Negret xato, Sagrinu neru, morgi gweflog, Chokoladehaj, Darkie charlie, Dunkler Hai, Schokoladenhai, Skylopsaro, Skymnoskylopsaro, kitefin shark, Black shark, Darkie charlie, Kitefm Shark, Seal shark, lija, Carocho, Gata, Gata tramolla, Lija negra, Negrita, Leijahai, Squale liche, Gatte, Liche, Simnus, Drkovna, Zigrino, Cani monicu, Diavolo, Diavulu di funnu, Naire, Neigra, Paddottula, Stire verde, Zegrine, Zigrino negro, Yoroizame, Hiu beurit, Murruna sewda, Zwarte haai, Valse doornhaai, chocoladehaai, Liksa, Gato, Carocho, Gata, Gata-lixa, Lixa de pau, Lixa-de pau, Lixa-de-pau, Negra, Pailona, Peixelim, Trabolha, Peshkagen, Drkovina, Pas mrkalj, Chokladhaj","SQUALIFORMES","DALATIIDAE","NT",6229,"http://www.iucnredlist.org/details/classify/6229/0","http://www.iucnredlist.org/pdflink.6229","http://www.fishbase.org/summary/Dalatias-licha.html"
"Dasyatis acutirostra","Sharpnose stingray, Yajiri-ei, Scherpsnuitpijlstaartrog","RAJIFORMES","DASYATIDAE","NT",60147,"http://www.iucnredlist.org/details/classify/60147/0","http://www.iucnredlist.org/pdflink.60147","http://www.fishbase.org/summary/Dasyatis-acutirostra.html"
"Dasyatis akajei","Stillehavspilrokke, Pigrokke, Pilrokke, Stechrochen, Peitschenrochen, Red stingray, Estuary stingaree, Estuary stingray, Japanese red stingray, Japanese stingray, Red skate, Whip ray, Whip stingray, Whipray, Yellow stingray, brown stingray, Pastinaca, Pastenague du Pacifique, Trigono, Pastinaca, Aka ei, Aka-ei, No-rang-ga-o-ri, Pari merah, Pari, Rode pijlstaartrog, Pilskate, Pilrokke, Ogoncza japonska, Krasnyi khostokol, Volina, Siba zutulja, Stingrocka, Shllahaus-spjutrocha, Stillahavs-spjutrocka, Ignelivatoz","RAJIFORMES","DASYATIDAE","NT",60148,"http://www.iucnredlist.org/details/classify/60148/0","http://www.iucnredlist.org/pdflink.60148","http://www.fishbase.org/summary/Dasyatis-akajei.html"
"Dasyatis americana","Pigrokke, Pilrokke, Vestatlantisk pigrokke, Amerikanischer Stachelrochen, Amerikanischer Stechrochen, Peitschenrochen, Stechrochen, stingaree, Kit, Stingray, Whip stingray, southern atlantic stingray, southern stingray, Pastinaca, Raya, Raya americana, Raya chucho, Raya verde, rayalatigo americana, Pastinaca, Trigono, Amerika-aka-ei, Stekelrog, Amerikaanse pijlstaartrog, Pijlstaartrog, Pilskate, Pilrokke, Ogoncza amerykanska, Arraia, Raia-cravadora, Raia-lixa, Raia-prego, Kit, Volina, Siba zutulja, Stingrocka, Ignelivatoz","RAJIFORMES","DASYATIDAE","DD",60149,"http://www.iucnredlist.org/details/classify/60149/0","http://www.iucnredlist.org/pdflink.60149","http://www.fishbase.org/summary/Dasyatis-americana.html"
"Dasyatis bennetti","Bennetts pigrokke, Yellow stingray, Bennett's cowtail, Bennett's stingray, Frilltailed stingray, Pow-e-gazandeh, Onaga-ei, Kraagstaartpijlstaartrog","RAJIFORMES","DASYATIDAE","DD",161533,"http://www.iucnredlist.org/details/classify/161533/0","http://www.iucnredlist.org/pdflink.161533","http://www.fishbase.org/summary/Dasyatis-bennetti.html"
"Dasyatis brevicaudata","Kortstert-pylstert, Pigrokke, Pilrokke, Peitschenrochen, Stechrochen, Short-tail stingray, Giant black ray, Giant stingray, New Zealand short-tail stingaree, Schreiners ray, Short-tailed black ray, Short-tailed stingaree, Short-tailed stingray, Shorttail black stingray, Shorttail stingray, Smooth short-tailed stingray, Smooth stingray, Stingray, Pastinaca, Pastinaca, Trigono, Oru, Paakaurua, Roha, Whai, Whai repo, Gladde pijlstaartrog, Pilskate, Pilrokke, Uge cauda-curta, Volina, Siba zutulja, Stingrocka, Ignelivatoz","RAJIFORMES","DASYATIDAE","LC",41796,"http://www.iucnredlist.org/details/classify/41796/0","http://www.iucnredlist.org/pdflink.41796","http://www.fishbase.org/summary/Dasyatis-brevicaudata.html"
"Dasyatis centroura","Ferazza, Ruhalet pigrokke, Ruhalet Pilrokke, Stechrochen, Dornenschwanz-Stechrochen, Rauschwanz-Stechrochen, Akanthotrygona, Rough-tailed stingray, Rough-tailed, Rough-tailed northern stingray, clam cracker, roughtail stingray, stingaree, Chucho, sinj, Trigone spinoso, Trigone, Boll, Boll denbu ahrax, Gestekelde pijlstaartrog, Ogoncza zachodnia, Arraia, Arraia-prego, Raia-manteiga, Raia-prego, Uge de cardas, Uge-de-cardas, Uja, Uje-de-cardas, Neshtelie, neshtelije, Taggspjutrocka, Denizkedisi baligi, Ignelivatoz baligi, Rina baligi","RAJIFORMES","DASYATIDAE","LC",63152,"http://www.iucnredlist.org/details/classify/63152/0","http://www.iucnredlist.org/pdflink.63152","http://www.fishbase.org/summary/Dasyatis-centroura.html"
"Dasyatis chrysonota","Blou pylstert, Marbled stingray, Blue stingray, South African blue stingray, Sting ray, Chucho, Pastenague bleue sud-africaine, Gemarmerde pijlstaartrog","RAJIFORMES","DASYATIDAE","LC",161643,"http://www.iucnredlist.org/details/classify/161643/0","http://www.iucnredlist.org/pdflink.161643","http://www.fishbase.org/summary/Dasyatis-chrysonota.html"
"Dasyatis colarensis","","RAJIFORMES","DASYATIDAE","VU",60151,"http://www.iucnredlist.org/details/classify/60151/0","http://www.iucnredlist.org/pdflink.60151","http://www.fishbase.org/summary/Dasyatis-colarensis.html"
"Dasyatis dipterura","Diamantpigrokke, Rat-tailed stingray, Diamond stingray, Hawaiian stingray, Stingray, Batana, Batea, Manta raya, Raya diamante, Raya lodera, Hihimanu, Lupe, Ogoncza diamentowa","RAJIFORMES","DASYATIDAE","DD",60152,"http://www.iucnredlist.org/details/classify/60152/0","http://www.iucnredlist.org/pdflink.60152","http://www.fishbase.org/summary/Dasyatis-dipterura.html"
"Dasyatis fluviorum","Estuary stingray, Estuary stingaree, River stingray, brown stingray, Pari, Pari muara, Estuariumpijlstaartrog, Kraban Hin","RAJIFORMES","DASYATIDAE","VU",41797,"http://www.iucnredlist.org/details/classify/41797/0","http://www.iucnredlist.org/pdflink.41797","http://www.fishbase.org/summary/Dasyatis-fluviorum.html"
"Dasyatis garouaensis","Ray, Niger stingray, Smooth freshwater stingray, Kunaman ruwa, Kounama rwa, Gladde zoetwaterpijlstaartrog, Alate","RAJIFORMES","DASYATIDAE","VU",39406,"http://www.iucnredlist.org/details/classify/39406/0","http://www.iucnredlist.org/pdflink.39406","http://www.fishbase.org/summary/Dasyatis-garouaensis.html"
"Dasyatis geijskesi","Sharpsnout stingray, Stingray, Wingfin stingray, Tengu-aka-ei, Stekelrog, Vleugelvinpijlstaartrog, Raia, Arraia, Arraia-morcego, Raia-bicuda","RAJIFORMES","DASYATIDAE","NT",60153,"http://www.iucnredlist.org/details/classify/60153/0","http://www.iucnredlist.org/pdflink.60153","http://www.fishbase.org/summary/Dasyatis-geijskesi.html"
"Dasyatis gigantea","Stor stumphalet pigrokke, Giant stumptail stingray, Reuzenpijlstaartrog","RAJIFORMES","DASYATIDAE","DD",161503,"http://www.iucnredlist.org/details/classify/161503/0","http://www.iucnredlist.org/pdflink.161503","http://www.fishbase.org/summary/Dasyatis-gigantea.html"
"Dasyatis guttata","Longnose stingray, Stingray, longnose sting ray, Raya, Hocicona, Raya blanca, Raya hocicona, Raya latigo hocicona, rayalatigo hocicona, Dasyatis guttata, Pastenague longnez, Zarazara-ei, Stekelrog, Langsnuitpijlstaartrog, Raia, Arraia, Arraia branca, Arraia-bico-de-remo, Arraia-bicuda, Arraia-lixa, Raia-branca, Raia-lixa, Raia-lixo","RAJIFORMES","DASYATIDAE","DD",44592,"http://www.iucnredlist.org/details/classify/44592/0","http://www.iucnredlist.org/pdflink.44592","http://www.fishbase.org/summary/Dasyatis-guttata.html"
"Dasyatis hypostigma","","RAJIFORMES","DASYATIDAE","DD",60154,"http://www.iucnredlist.org/details/classify/60154/0","http://www.iucnredlist.org/pdflink.60154","http://www.fishbase.org/summary/Dasyatis-hypostigma.html"
"Dasyatis izuensis","Izu stingray, Izuhime-ei, Izupijlstaartrog","RAJIFORMES","DASYATIDAE","NT",60155,"http://www.iucnredlist.org/details/classify/60155/0","http://www.iucnredlist.org/pdflink.60155","http://www.fishbase.org/summary/Dasyatis-izuensis.html"
"Dasyatis laevigata","Yantai stingray, Red stingray, Yantaipijlstaartrog","RAJIFORMES","DASYATIDAE","NT",161618,"http://www.iucnredlist.org/details/classify/161618/0","http://www.iucnredlist.org/pdflink.161618","http://www.fishbase.org/summary/Dasyatis-laevigata.html"
"Dasyatis lata","Brun pigrokke, brown stingray, Broad stingray, hihi-manu, Hihimanu, Lupe, Bruine pijlstaartrog","RAJIFORMES","DASYATIDAE","LC",161386,"http://www.iucnredlist.org/details/classify/161386/0","http://www.iucnredlist.org/pdflink.161386","http://www.fishbase.org/summary/Dasyatis-lata.html"
"Dasyatis longa","Langhalet pigrokke, Longtail stingray, Stingray, Raya, Manta raya, Raya de lo hondo, Pastenague queue longue, Langstaartpijlstaartrog","RAJIFORMES","DASYATIDAE","DD",60157,"http://www.iucnredlist.org/details/classify/60157/0","http://www.iucnredlist.org/pdflink.60157","http://www.fishbase.org/summary/Dasyatis-longa.html"
"Dasyatis margarita","Stechrochen, Tatra, Adadu, Whipray, Daisy stingray, Guinean stingray, Skeete, Stingray, Raie disque, Raie, pastenague marguerite, Margrietpijlstaartrog, Ogoncza perelkowa, Uje-margarida, Pisica de mare perlata, Ragntiaan","RAJIFORMES","DASYATIDAE","EN",161495,"http://www.iucnredlist.org/details/classify/161495/0","http://www.iucnredlist.org/pdflink.161495","http://www.fishbase.org/summary/Dasyatis-margarita.html"
"Dasyatis margaritella","Pearl stingray, Paarlemoerpijlstaartrog","RAJIFORMES","DASYATIDAE","DD",161520,"http://www.iucnredlist.org/details/classify/161520/0","http://www.iucnredlist.org/pdflink.161520","http://www.fishbase.org/summary/Dasyatis-margaritella.html"
"Dasyatis marianae","","RAJIFORMES","DASYATIDAE","DD",45925,"http://www.iucnredlist.org/details/classify/45925/0","http://www.iucnredlist.org/pdflink.45925","http://www.fishbase.org/summary/Dasyatis-marianae.html"
"Dasyatis marmorata","Pylstert, Marmorierter Stechrocen, Marbled stingray, Stingray, Chucho, Irao rantan","RAJIFORMES","DASYATIDAE","DD",161748,"http://www.iucnredlist.org/details/classify/161748/0","http://www.iucnredlist.org/pdflink.161748","http://www.fishbase.org/summary/Dasyatis-marmorata.html"
"Dasyatis matsubarai","Trnucha Matsubara, Pitted stingray, Hoshi-ei, Pokdalige pijlstaartrog","RAJIFORMES","DASYATIDAE","DD",161671,"http://www.iucnredlist.org/details/classify/161671/0","http://www.iucnredlist.org/pdflink.161671","http://www.fishbase.org/summary/Dasyatis-matsubarai.html"
"Dasyatis microps","Smalleye stingray, Annandale's stingray, Thickspine giant stingray, Dikstekelpijlstaartrog","RAJIFORMES","DASYATIDAE","DD",161582,"http://www.iucnredlist.org/details/classify/161582/0","http://www.iucnredlist.org/pdflink.161582","http://www.fishbase.org/summary/Dasyatis-microps.html"
"Dasyatis multispinosa","","RAJIFORMES","DASYATIDAE","DD",165300,"http://www.iucnredlist.org/details/classify/165300/0","http://www.iucnredlist.org/pdflink.165300","http://www.fishbase.org/summary/Dasyatis-multispinosa.html"
"Dasyatis navarrae","Blackish stingray, Blackfish stingray, Navarr's stingray, Zwartachtige pijlstaartrog","RAJIFORMES","DASYATIDAE","DD",161741,"http://www.iucnredlist.org/details/classify/161741/0","http://www.iucnredlist.org/pdflink.161741","http://www.fishbase.org/summary/Dasyatis-navarrae.html"
"Dasyatis parvonigra","","RAJIFORMES","DASYATIDAE","DD",195442,"http://www.iucnredlist.org/details/classify/195442/0","http://www.iucnredlist.org/pdflink.195442","http://www.fishbase.org/summary/Dasyatis-parvonigra.html"
"Dasyatis pastinaca","Pylstert, Blou pylstert, N'jemma, Baqara Wat'wyt'a, Bugrah bahar, Terre, rea dars, Ciocciu, Ferazza, morgath ddu, Pigrokke, Pilrokke, gemeiner Stechrochen, Peitschenrochen, Pfeilschwanz, Stechroche, Stechrochen, Vatotrygona, Sting ray, Blue stingray, Marbled stingray, Stingray, common stingray, Bantenaga, Chucho, Escorsana, Escursana, Escurso, Ferrasa, Pastinaca, Pastinaga, Pombo, Rayavaca, Romaguera, Serreta, Totina, Vela latina, Bastanago, Bougnette, Coucou, Fouleux, Pastenago, Pastenague, Pastenague commun, Pastenague commune, Pastenargo, Raie pastenague, Raie-pastenague, Tare ronde, Terre, Tonare, Vastanaga, Rocan gha nimhe, Golub, Zutulja, Trigono, Baracola, Brucco, Bucchio, Bugghiu, Bugghiu jancu, Chiamica, Ciuccia, Ciuccio, Ciucciu, Ciuccua gianca, Colombo grande, Dragone, Ferasso, Ferraccia, Ferrazza, Ferrazzu, Ferrun, Ghiamita, Matan, Matana, Mocene, Muchie janche, Muchio, Muchio janco, Mucosa, Mugghio, Mugghiu, Muggiu, Pastenaca, Pastinaca, Pastinaca comune, Protene, Ranina, Tomazzo, Traona, Travona, Trigone, Urchie, Vugghiu jancu, Thirukay, Boll, Boll komuni, Bonn, Hamiema, Hamiema tas-sikkina, Sorc, Pijlstaartrog, Pilskate, Pilrokke, Ogoncza pastynak, Pombo, Manteiga, Rato do mar, Ratona, Uge, Uja, Uje, Uji, Urcha, Urja, Urze, Usga, rato, Pisica de mare, Morskoj kot, bishtmini, bishtmiu, trigoni, Siba zutulja, Volina, Stingrocka, Spjutrocka, Ignelivatoz, Denizkedisi baligi, Dikenli vatoz, Rina, Rina baligi, Morskii kit, Irao rantan","RAJIFORMES","DASYATIDAE","DD",161453,"http://www.iucnredlist.org/details/classify/161453/0","http://www.iucnredlist.org/pdflink.161453","http://www.fishbase.org/summary/Dasyatis-pastinaca.html"
